Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,Postal_Code,Latitude,Longitude
Quebec,Low Wage,S.E.C Résidence Salaberry,"Salaberry-de-Valleyfield, QC J6S 5C6","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2,J6S 5C6,45.2702,-74.0482
Quebec,Low Wage,S.G. SPECIALISTE V.W INC,"Laval, QC H7N 3V8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1,H7N 3V8,45.5501,-73.6992
Quebec,Low Wage,S.T.P. Rotomachinerie Inc.,"Sherbrooke, QC J1C 0R2",72400-Construction millwrights and industrial mechanics,Unknown,1,1,J1C 0R2,45.4797,-71.9492
Quebec,Low Wage,Sablage Bergeron,"Montréal, QC H1Z 1C4",75110-Construction trades helpers and labourers,Unknown,1,2,H1Z 1C4,45.5694,-73.6221
Quebec,Low Wage,SAHA déjeuner et dîner inc.,"Montréal, QC H4G 1V7",63202-Bakers,Unknown,1,1,H4G 1V7,45.4643,-73.5698
Quebec,Low Wage,Sakana-Ya Sushi Inc,"Québec, QC G1H 2R4",63200-Cooks,Unknown,1,1,G1H 2R4,46.8528,-71.2573
Quebec,Low Wage,Salade Etcetera! Inc.,"Sherrington, QC J0L 2N0",22110-Biological technologists and technicians,Unknown,1,2,J0L 2N0,45.1956,-73.5695
Quebec,Low Wage,Salaison Limoges Extra Inc,"Terrebonne, QC J6X 4H2",63201-Butchers - retail and wholesale,Unknown,1,1,J6X 4H2,45.7275,-73.7062
Quebec,Low Wage,SANIFLEX,"Ville-Marie, QC J9V 1A4",62024-Cleaning supervisors,Corporation,1,1,J9V 1A4,47.3334,-79.433
Quebec,Low Wage,SANIFLEX,"Ville-Marie, QC J9V 1A4",65310-Light duty cleaners,Corporation,1,3,J9V 1A4,47.3334,-79.433
Quebec,Low Wage,Sani-Manic Cote-Nord,"Pointe-aux-Outardes, QC G0H 1M0",65310-Light duty cleaners,Unknown,1,1,G0H 1M0,49.3795,-67.8948
Quebec,Low Wage,Satir Productions inc.,"Lévis, QC G7A 2N2","53111-Motion pictures, broadcasting, photography and performing arts assistants and operators",Unknown,1,1,G7A 2N2,46.6842,-71.3827
Quebec,Low Wage,Sauna Concept Inc.,"Sainte-anne-beaupré, QC G0A 3C0",72311-Cabinetmakers,Unknown,1,1,G0A 3C0,47.3507,-71.202
Quebec,Low Wage,Savard et Fils inc,"St-Ubalde, QC G0A 4L0",85121-Landscaping and grounds maintenance labourers,Unknown,1,1,G0A 4L0,47.3507,-71.202
Quebec,Low Wage,Scierie Ferland Inc,"Ayer's Cliff, QC J0B 1C0","95103-Labourers in wood, pulp and paper processing",Corporation,1,1,J0B 1C0,45.1001,-72.0491
Quebec,Low Wage,Scierie St-Elzéar Inc.,"ST-ELZEAR-DE-BONAVENTURE, QC G0C 2W0",94124-Woodworking machine operators,Unknown,1,1,G0C 2W0,48.3429,-65.5961
Quebec,Low Wage,SDF Abrasifs inc.,"Trois-Rivières, QC G9A 5E1",75101-Material handlers,Unknown,1,1,G9A 5E1,46.3695,-72.6789
Quebec,Low Wage,SEC LOKIA ST-SACREMENT,"Québec, QC G1S 3V4","33102-Nurse aides, orderlies and patient service associates",Unknown,2,2,G1S 3V4,46.7933,-71.2453
Quebec,Low Wage,Selmi Garage,"Gatineau, QC J8Z 2B4","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Corporation,1,1,J8Z 2B4,45.4716,-75.7616
Quebec,Low Wage,Semence C & S Daviau inc.,"Saint-Hugues, QC J0H 1N0",75101-Material handlers,Corporation,2,2,J0H 1N0,45.6609,-72.77
Quebec,Low Wage,Semences Prograin Inc.,"SAINT-CÉSAIRE, QC J0L 1T0",75101-Material handlers,Unknown,1,2,J0L 1T0,45.1956,-73.5695
Quebec,Low Wage,Sépaq,"Québec, QC G1V 5C2","62022-Accommodation, travel, tourism and related services supervisors",Unknown,1,1,G1V 5C2,46.7823,-71.2882
Quebec,Low Wage,Sépaq,"Québec, QC G1V 5C2",65310-Light duty cleaners,Unknown,2,9,G1V 5C2,46.7823,-71.2882
Quebec,Low Wage,Service alimentaire Desco,"Boisbriand, QC J7G 3A1",95106-Labourers in food and beverage processing,Unknown,2,2,J7G 3A1,45.6095,-73.8378
Quebec,Low Wage,SERVICE D'EAU DOUCE CULLIGAN (QUÉBEC) INC.,"Québec, QC G1X 3V4",95102-Labourers in chemical products processing and utilities,Unknown,1,1,G1X 3V4,46.7749,-71.3344
Quebec,Low Wage,Service d'Entretien Bérubé inc.,"Québec, QC G2G  2H",65310-Light duty cleaners,Corporation,1,1,,,
Quebec,Low Wage,SERVICE MÉNAGE ROYAL INC.,"Lévis (Québec), QC G7A 1T3",65310-Light duty cleaners,Unknown,1,1,G7A 1T3,46.6842,-71.3827
Quebec,Low Wage,Service Ruest babin,"Rimouski, QC G5L  1B","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1,,,
Quebec,Low Wage,SERVICES DE SÉCURITÉ SPÉCIALISÉE S3-K9 INC.,"Québec, QC G2E 6H5",13110-Administrative assistants,Unknown,1,1,G2E 6H5,46.8083,-71.3605
Quebec,Low Wage,SERVICES OJMD INC,"Sainte- Marthe-sur-le-lac, QC J0N 1P0",65310-Light duty cleaners,Unknown,1,2,J0N 1P0,45.5135,-74.0534
Quebec,Low Wage,Services Paysagers Béco INC.,"Rougemont, QC J0L 1M0",85121-Landscaping and grounds maintenance labourers,Unknown,1,5,J0L 1M0,45.1956,-73.5695
Quebec,Low Wage,Shalwin inc.,"Shawinigan, QC G9N 6T5",72101-Tool and die makers,Unknown,1,2,G9N 6T5,46.5564,-72.7198
Quebec,Low Wage,Signazip,"Amos, QC J9T 3A2",73200-Residential and commercial installers and servicers,Corporation,3,4,J9T 3A2,48.5669,-78.1162
Quebec,Low Wage,Simard Suspensions inc,"Baie-St-Paul, QC G3Z 2W9","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,G3Z 2W9,47.4411,-70.4986
Quebec,Low Wage,SM Construction inc.,"Québec, QC G3G 3A7",75110-Construction trades helpers and labourers,Unknown,1,1,G3G 3A7,46.9242,-71.3958
Quebec,Low Wage,sm informatique inc,"Victoriaville, QC G6P 4K1",22220-Computer network and web technicians,Unknown,1,1,G6P 4K1,46.0529,-71.9477
Quebec,Low Wage,SML Inox inc.,"Québec, QC G2E 5S4",12101-Human resources and recruitment officers,Unknown,1,1,G2E 5S4,46.8083,-71.3605
Quebec,Low Wage,SML Inox inc.,"Québec, QC G2E 5S4",72106-Welders and related machine operators,Unknown,1,4,G2E 5S4,46.8083,-71.3605
Quebec,Low Wage,SMP DIRECT INC,"L'Ancienne-Lorette, QC G2E 3C4",73200-Residential and commercial installers and servicers,Unknown,1,1,G2E 3C4,46.8083,-71.3605
Quebec,Low Wage,Société des Traversiers du Québec,"Québec, QC G1K 9K9",22301-Mechanical engineering technologists and technicians,Unknown,1,1,G1K 9K9,46.814,-71.2194
Quebec,Low Wage,Société en commandite La Pocatière,"LA POCATIÈRE, QC G0R 1Z0","33102-Nurse aides, orderlies and patient service associates",Unknown,1,3,G0R 1Z0,46.798,-70.3288
Quebec,Low Wage,SOCIÉTÉ EN COMMANDITE LE GIBRALTAR,"Québec, QC G1S 0A6","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1,G1S 0A6,46.7933,-71.2453
Quebec,Low Wage,Société en commandite Lokia Sélection Sherbrooke,"Sherbrooke, QC J1G 2E5",32101-Licensed practical nurses,Unknown,3,3,J1G 2E5,45.4024,-71.8479
Quebec,Low Wage,Société en commandite Lokia Sélection Sherbrooke,"Sherbrooke, QC J1G 2E5","33102-Nurse aides, orderlies and patient service associates",Unknown,4,5,J1G 2E5,45.4024,-71.8479
Quebec,Low Wage,Société en commandite Lokia Trois-Rivières,"Trois-Rivières, QC G9A 0G2",32101-Licensed practical nurses,Unknown,1,4,G9A 0G2,46.3695,-72.6789
Quebec,Low Wage,Société en commandite Lokia Trois-Rivières,"Trois-Rivières, QC G9A 0G2","33102-Nurse aides, orderlies and patient service associates",Unknown,2,2,G9A 0G2,46.3695,-72.6789
Quebec,Low Wage,Société Générale de Commerce International SGCI Inc,"l'Ancienne-Laurette, QC G2E 3L3","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1,G2E 3L3,46.8083,-71.3605
Quebec,Low Wage,Société Générale de Commerce International SGCI Inc,"l'Ancienne-Laurette, QC G2E 3L3",73300-Transport truck drivers,Corporation,1,1,G2E 3L3,46.8083,-71.3605
Quebec,Low Wage,société whittom inc.,"New-Richmond, QC G0C 2B0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,G0C 2B0,48.3429,-65.5961
Quebec,Low Wage,Sogitex Services inc.,"Amos, QC J9T 1H2",65310-Light duty cleaners,Unknown,1,1,J9T 1H2,48.5669,-78.1162
Quebec,Low Wage,Sogitex Services inc.,"Amos, QC J9T 1H2","65312-Janitors, caretakers and heavy-duty cleaners",Unknown,1,1,J9T 1H2,48.5669,-78.1162
Quebec,Low Wage,Sojà d'ici inc,"Racine, QC J0E 1Y0","94140-Process control and machine operators, food and beverage processing",Unknown,1,1,J0E 1Y0,45.2831,-72.5244
Quebec,Low Wage,Soleno inc,"St-Jean-sur-Richelieu, QC J2X 4B6",75101-Material handlers,Unknown,1,1,J2X 4B6,45.309,-73.219
Quebec,Low Wage,Soleno inc,"St-Jean-sur-Richelieu, QC J2X 4B6",95104-Labourers in rubber and plastic products manufacturing,Unknown,2,3,J2X 4B6,45.309,-73.219
Quebec,Low Wage,Solutions Matérielles Aurora,"Marieville, QC J3M 1J5",94111-Plastics processing machine operators,Corporation,1,1,J3M 1J5,45.4334,-73.1659
Quebec,Low Wage,Soprema Inc.,"Drummondville, QC J2C 8E9",94111-Plastics processing machine operators,Unknown,1,1,J2C 8E9,45.8893,-72.5055
Quebec,Low Wage,Soprema Inc.,"Drummondville, QC J2C 8E9","94212-Plastic products assemblers, finishers and inspectors",Unknown,1,2,J2C 8E9,45.8893,-72.5055
Quebec,Low Wage,SOS Canard inc,"St-Apollinaire, QC G0S 2E0",95106-Labourers in food and beverage processing,Unknown,1,1,G0S 2E0,46.4526,-71.4397
Quebec,Low Wage,Soucy Belgen Sainte-Claire inc.,"Sainte-Claire, QC G0R 2V0",94101-Foundry workers,Unknown,1,1,G0R 2V0,46.798,-70.3288
Quebec,Low Wage,Soucy International inc.,"Drummondville, QC J2B 6V4",95104-Labourers in rubber and plastic products manufacturing,Unknown,1,1,J2B 6V4,45.9061,-72.5929
Quebec,Low Wage,Soucy Plastiques inc.,"Drummondville, QC J2B 6V4",94111-Plastics processing machine operators,Unknown,1,1,J2B 6V4,45.9061,-72.5929
Quebec,Low Wage,Soya Excel Inc,"St-Charles-sur-Richelieu, QC J0H 2G0",72401-Heavy-duty equipment mechanics,Unknown,1,1,J0H 2G0,45.6609,-72.77
Quebec,Low Wage,Soya Excel Inc,"St-Charles-sur-Richelieu, QC J0H 2G0",95106-Labourers in food and beverage processing,Unknown,1,3,J0H 2G0,45.6609,-72.77
Quebec,Low Wage,Spécialités Lassonde inc,"Saint-Damase, QC J0H 1J0",95106-Labourers in food and beverage processing,Corporation,2,7,J0H 1J0,45.6609,-72.77
Quebec,Low Wage,SPF CANADA - GROUPE DIANA INC.,"ST-BLAISE-SUR-RICHELIEU, QC J0J 1W0",95106-Labourers in food and beverage processing,Unknown,1,2,J0J 1W0,45.1529,-73.1636
Quebec,Low Wage,Sport Gilbert 2.0 inc,"St-Félicien, QC G8K 1W2","72423-Motorcycle, all-terrain vehicle and other related mechanics",Unknown,1,1,G8K 1W2,48.6501,-72.4491
Quebec,Low Wage,Sports DRC inc.,"Alma, QC G8B 5V2","72423-Motorcycle, all-terrain vehicle and other related mechanics",Unknown,1,1,G8B 5V2,48.5548,-71.673
Quebec,Low Wage,STACA Inc.,"Saguenay, QC G7B  3N",72400-Construction millwrights and industrial mechanics,Corporation,1,2,,,
Quebec,Low Wage,Starlink Aviation,"Montréal, QC H9P 1A2",74202-Air transport ramp attendants,Unknown,1,1,H9P 1A2,45.4679,-73.7748
Quebec,Low Wage,station de gaz shell,"Mirabel, QC J7J  2M",63200-Cooks,Corporation,1,1,,,
Quebec,Low Wage,St-Hubert,"Saint-Georges de Beauce, QC G5Y 2G2","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,2,G5Y 2G2,46.1326,-70.6375
Quebec,Low Wage,STI Maintenance Technologie,"Jonquière, QC G7S 3B6",21234-Web developers and programmers,Corporation,1,1,G7S 3B6,48.4294,-71.1774
Quebec,Low Wage,STR Mécanique Inc.,"Terrebonne, QC J6W 0A2",12102-Procurement and purchasing agents and officers,Unknown,1,1,J6W 0A2,45.7064,-73.6178
Quebec,Low Wage,Structure Alternative Montérégie (1996) Inc.,"Ange-Gardien, QC J0E 1E0",94211-Assemblers and inspectors of other wood products,Unknown,1,6,J0E 1E0,45.2831,-72.5244
Quebec,Low Wage,Structure CD inc.,"St-Pacôme, QC G0L 3X0",94211-Assemblers and inspectors of other wood products,Unknown,2,4,G0L 3X0,47.7136,-69.1658
Quebec,Low Wage,Structures Covibro Inc.,"Châteauguay, QC J6J 4Z2",75110-Construction trades helpers and labourers,Corporation,1,3,J6J 4Z2,45.3691,-73.7216
Quebec,Low Wage,Structures R.B.R. Inc.,"Saints-Anges, QC G0S 3E0",22210-Architectural technologists and technicians,Unknown,1,1,G0S 3E0,46.4526,-71.4397
Quebec,Low Wage,Structures R.B.R. Inc.,"Saints-Anges, QC G0S 3E0",72310-Carpenters,Unknown,1,2,G0S 3E0,46.4526,-71.4397
Quebec,Low Wage,Structures Stross,"Vaudreuil-Dorion, QC J7V 8P2",94211-Assemblers and inspectors of other wood products,Unknown,1,3,J7V 8P2,45.4001,-74.0325
Quebec,Low Wage,Structures Stross Napierville,"St-Cyprien-de-Napierville, QC J0J 1L0",94211-Assemblers and inspectors of other wood products,Unknown,1,1,J0J 1L0,45.1529,-73.1636
Quebec,Low Wage,Studio Gearbox Québec,"Québec, QC G1K 9C5",22222-Information systems testing technicians,Corporation,1,1,G1K 9C5,46.814,-71.2194
Quebec,Low Wage,sublimation Sport inc.,"GATINEAU, QC J8R 3Z1","64200-Tailors, dressmakers, furriers and milliners",Unknown,1,1,J8R 3Z1,45.5287,-75.6088
Quebec,Low Wage,SUBWAY,"Havre-Saint-Pierre, QC G0G 1P0",62020-Food service supervisors,Corporation,1,1,G0G 1P0,53.0413,-68.6884
Quebec,Low Wage,SUBWAY,"Havre-Saint-Pierre, QC G0G 1P0","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1,G0G 1P0,53.0413,-68.6884
Quebec,Low Wage,SUPER 8 HÔTEL STE-FOY,"Montréal, QC H4S 1C8",65310-Light duty cleaners,Corporation,1,1,H4S 1C8,45.4858,-73.7433
Quebec,Low Wage,Super Expert Transport,"Montréal, QC H1R 1Y1",72106-Welders and related machine operators,Corporation,1,1,H1R 1Y1,45.5864,-73.6082
Quebec,Low Wage,Super Expert Transport,"Montréal, QC H1R 1Y1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1,H1R 1Y1,45.5864,-73.6082
Quebec,Low Wage,Super Expert Transport,"Montréal, QC H1R 1Y1","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Corporation,1,2,H1R 1Y1,45.5864,-73.6082
Quebec,Low Wage,Supermarché J.P.V. Plouffe Inc.,"Magog, QC J1X 1W9","65102-Store shelf stockers, clerks and order fillers",Unknown,1,1,J1X 1W9,45.2668,-72.1491
Quebec,Low Wage,SUPERMARCHE LAROCHE (1991) INC.,"Laurier-Station, QC G0S 1N0",63201-Butchers - retail and wholesale,Corporation,1,1,G0S 1N0,46.4526,-71.4397
Quebec,Low Wage,SUPERMARCHE LAROCHE (1991) INC.,"Laurier-Station, QC G0S 1N0","65102-Store shelf stockers, clerks and order fillers",Corporation,1,1,G0S 1N0,46.4526,-71.4397
Quebec,Low Wage,SUPERMARCHÉ ROBERVAL INC,"Roberval, QC G8H 3B8",62010-Retail sales supervisors,Unknown,1,2,G8H 3B8,48.5168,-72.2324
Quebec,Low Wage,Surplec Inc.,"Sherbrooke, QC J1R 0S6",72422-Electrical mechanics,Unknown,1,1,J1R 0S6,45.3966,-72.0422
Quebec,Low Wage,Sym-Tech Béton,"Saint-Hyacinthe, QC J2R 1S8",72311-Cabinetmakers,Corporation,1,1,J2R 1S8,45.6567,-72.9237
Quebec,Low Wage,Synagri,"Saint-Hyacinthe, QC J2R 2B4",95106-Labourers in food and beverage processing,Unknown,3,7,J2R 2B4,45.6567,-72.9237
Quebec,Low Wage,Systèmes Danfreight Inc.,"Joliette, QC J6E 0L8",73300-Transport truck drivers,Unknown,2,2,J6E 0L8,46.0168,-73.4492
Quebec,Low Wage,T.M.S. Construction INC.,"Saint-Henri, QC G0R 3E0","73102-Plasterers, drywall installers and finishers and lathers",Corporation,1,1,G0R 3E0,46.798,-70.3288
Quebec,Low Wage,T.M.S. Construction INC.,"Saint-Henri, QC G0R 3E0",94105-Metalworking and forging machine operators,Corporation,1,1,G0R 3E0,46.798,-70.3288
Quebec,Low Wage,Taillage de Sabots A.R.inc,"SAINT-MICHEL, QC J0L 2J0",75110-Construction trades helpers and labourers,Unknown,1,2,J0L 2J0,45.1956,-73.5695
Quebec,Low Wage,TalThi Inc.,"Saint-Hyacinthe, QC J2S 9G3",72100-Machinists and machining and tooling inspectors,Unknown,1,1,J2S 9G3,45.6139,-72.9912
Quebec,Low Wage,Tamerlan INC,"TROIS RIVIERES, QC G8Y 1W2",63202-Bakers,Unknown,1,1,G8Y 1W2,46.3668,-72.6168
Quebec,Low Wage,TAVERNE GRANDE ALLÉE INC.,"Québec, QC G1R 1P9",63200-Cooks,Corporation,1,1,G1R 1P9,46.8074,-71.2181
Quebec,Low Wage,Techni-Sol Pelouse Neault inc,"Trois-Rivières, QC G8V 1W5",85121-Landscaping and grounds maintenance labourers,Unknown,2,6,G8V 1W5,46.4098,-72.4908
Quebec,Low Wage,TECNO METAL INC.,"Québec, QC G1N 4S9",72106-Welders and related machine operators,Unknown,1,1,G1N 4S9,46.8035,-71.2639
Quebec,Low Wage,Teknion Groupe Québec Inc.,"Montmagny, QC G5V 3M6",73111-Glaziers,Unknown,1,3,G5V 3M6,46.9804,-70.5549
Quebec,Low Wage,Teknion Groupe Québec Inc.,"Montmagny, QC G5V 3M6","95109-Other labourers in processing, manufacturing and utilities",Unknown,1,1,G5V 3M6,46.9804,-70.5549
Quebec,Low Wage,Teledyne Digital Imaging Inc.,"Bromont, QC J2L 1S7",22302-Industrial engineering and manufacturing technologists and technicians,Unknown,2,2,J2L 1S7,45.3168,-72.6491
Quebec,Low Wage,Telio Assurances Inc.,"Québec, QC G1M 3R3",13110-Administrative assistants,Unknown,2,2,G1M 3R3,46.8183,-71.2706
Quebec,Low Wage,Telio Assurances Inc.,"Québec, QC G1M 3R3",22221-User support technicians,Unknown,1,1,G1M 3R3,46.8183,-71.2706
Quebec,Low Wage,Témisko (1983) inc.,"NOTRE-DAME-DU-NORD, QC J0Z 3B0",72100-Machinists and machining and tooling inspectors,Unknown,1,1,J0Z 3B0,47.8626,-78.824
Quebec,Low Wage,Témisko (1983) inc.,"NOTRE-DAME-DU-NORD, QC J0Z 3B0",72106-Welders and related machine operators,Unknown,5,5,J0Z 3B0,47.8626,-78.824
Quebec,Low Wage,Témisko (1983) inc.,"NOTRE-DAME-DU-NORD, QC J0Z 3B0",94204-Mechanical assemblers and inspectors,Unknown,1,1,J0Z 3B0,47.8626,-78.824
Quebec,Low Wage,TFI Transport 11 inc.,"St-Félix-de-Kingsey, QC J0B 2T0",73300-Transport truck drivers,Unknown,1,1,J0B 2T0,45.1001,-72.0491
Quebec,Low Wage,Thai Clubstar,"Lac Mégantic, QC G6B 1E2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1,G6B 1E2,45.5834,-70.8823
Quebec,Low Wage,Thermafix A.J. inc,"St-Nazaire, QC G0W 2V0",94102-Glass forming and finishing machine operators and glass cutters,Unknown,1,2,G0W 2V0,49.834,-72.2623
Quebec,Low Wage,Tilton Inc,"St-Augustin-de-Desmaures, QC G3A 2K8",94111-Plastics processing machine operators,Unknown,3,3,G3A 2K8,46.7406,-71.4513
Quebec,Low Wage,TIM HORTON,"Gatineau, QC J8R 1N2",62020-Food service supervisors,Corporation,1,2,J8R 1N2,45.5287,-75.6088
Quebec,Low Wage,Tim Hortons,"Beaconsfield, QC H9W  5G",62020-Food service supervisors,Corporation,1,1,,,
Quebec,Low Wage,Tim Hortons,"Lévis, QC G6J 1A9",62020-Food service supervisors,Corporation,1,1,G6J 1A9,46.6358,-71.3098
Quebec,Low Wage,Tim Hortons,"New Richmond, QC G0C 2B0",62020-Food service supervisors,Corporation,2,3,G0C 2B0,48.3429,-65.5961
Quebec,Low Wage,Tim Hortons,"New Richmond, QC G0C 2B0","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,2,G0C 2B0,48.3429,-65.5961
Quebec,Low Wage,Tim Hortons 4041,"ALMA, QC G8C 0B2",62020-Food service supervisors,Corporation,1,1,G8C 0B2,48.5278,-71.6364
Quebec,Low Wage,Tim Hortons Estrie,"Magog, QC J1X 1T4","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,3,3,J1X 1T4,45.2668,-72.1491
Quebec,Low Wage,TIM HORTONS RIMOUSKI,"Rimouski, QC G5L 0B3",62020-Food service supervisors,Corporation,1,3,G5L 0B3,48.416,-68.5979
Quebec,Low Wage,Toiture Benoît Tremblay Inc.,"L'Ange Gardien, QC G0A 2K0",73110-Roofers and shinglers,Corporation,2,4,G0A 2K0,47.3507,-71.202
Quebec,Low Wage,Toitures Aubé Inc.,"Lévis, QC G6Y 9E6",73110-Roofers and shinglers,Unknown,1,2,G6Y 9E6,46.8033,-71.1779
Quebec,Low Wage,Toitures Quatre-Saisons,"Québec, QC G2E 5X6",73110-Roofers and shinglers,Corporation,1,1,G2E 5X6,46.8083,-71.3605
Quebec,Low Wage,Toitures S. Numainville & fils 2013 inc,"Les Coteaux, QC J7X 1A8",75110-Construction trades helpers and labourers,Unknown,1,8,J7X 1A8,45.2691,-74.2339
Quebec,Low Wage,Toiturex inc.,"Saint-Bruno-Lac-Saint-Jean, QC G0W 2L0",94211-Assemblers and inspectors of other wood products,Unknown,1,1,G0W 2L0,49.834,-72.2623
Quebec,Low Wage,Tournage de Bois Dynastie Ltée,"St-Marc-des-Carrières, QC G0A 4B0",94124-Woodworking machine operators,Unknown,1,1,G0A 4B0,47.3507,-71.202
Quebec,Low Wage,Traiteur Chez Vic,"Val-d'Or, QC J9P 4P3",63200-Cooks,Unknown,1,1,J9P 4P3,48.1002,-77.7828
Quebec,Low Wage,Transport Bourret Inc.,"Drummondville, QC J2B 8G8",13201-Production and transportation logistics coordinators,Unknown,1,1,J2B 8G8,45.9061,-72.5929
Quebec,Low Wage,Transport Bourret Inc.,"Drummondville, QC J2B 8G8",73300-Transport truck drivers,Unknown,2,3,J2B 8G8,45.9061,-72.5929
Quebec,Low Wage,TRANSPORT DJOULIA INC,"LONGUEUIL, QC J4M 1X7",73300-Transport truck drivers,Unknown,1,1,J4M 1X7,45.5418,-73.4382
Quebec,Low Wage,Transport Dofax ltée,"Saint-Hyacinthe, QC J7R 1L1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1,J7R 1L1,45.574,-73.94
Quebec,Low Wage,TRANSPORT GUY LEVASSEUR INC.,"POHÉNÉGAMOOK, QC G0L 1J0",75119-Other trades helpers and labourers,Unknown,1,1,G0L 1J0,47.7136,-69.1658
Quebec,Low Wage,Transport J.R. Berthiaume,"St-Elzéar, QC G0S 2J1",73300-Transport truck drivers,Unknown,1,1,G0S 2J1,46.4526,-71.4397
Quebec,Low Wage,Transport Matte Ltee,"Donnacona, QC G3M 1W6",73300-Transport truck drivers,Unknown,1,2,G3M 1W6,46.6804,-71.7239
Quebec,Low Wage,Transport OlyM s.e.c.,"Boucherville, QC J4B 8P4",65311-Specialized cleaners,Unknown,1,2,J4B 8P4,45.591,-73.4361
Quebec,Low Wage,Transport TFI 4 Inc.,"St-Augustin-de-Desmaures, QC G3A 2P9",72401-Heavy-duty equipment mechanics,Unknown,1,1,G3A 2P9,46.7406,-71.4513
Quebec,Low Wage,Transport TFI 4 Inc.,"St-Augustin-de-Desmaures, QC G3A 2P9","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,G3A 2P9,46.7406,-71.4513
Quebec,Low Wage,Transport TFI 4 Inc.,"St-Augustin-de-Desmaures, QC G3A 2P9",73300-Transport truck drivers,Unknown,2,2,G3A 2P9,46.7406,-71.4513
